Bug编号,所属产品,所属模块,所属项目,相关需求,相关任务,Bug标题,关键词,严重程度,优先级,Bug类型,用例关联,所属环境,重现步骤,Bug状态,截止日期,激活次数,是否确认,抄送给,由谁创建,创建日期,影响版本,指派给,指派日期,解决者,解决方案,解决版本,解决日期,由谁关闭,关闭日期,重复ID,相关Bug,相关用例,最后修改者,修改日期,附件
7668,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】理论余料，计算错误,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12725.png}““ alt=““““ />

[期望]
<img src=““{12724.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/9,包权（金蝶）,设计如此,主干,2021/11/8,杨承樑,2021/11/9,0,,,杨承樑,2021/11/9,
7665,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】饲料领用字段没有带出来,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{12720.png}““ alt=““““ />

[结果]
<img src=““{12719.png}““ alt=““““ />

[期望]
<img src=““{12721.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/11/8,主干,Closed,2021/11/11,包权（金蝶）,已解决,主干,2021/11/10,杨承樑,2021/11/11,0,,,杨承樑,2021/11/11,
7664,公共-任务管理,/任务执行单,养殖项目2.0,,,任务执行单列表批次档案字段，只显示了编号，没有显示养户名，实际为曾能001、曾能002，单据编号RWMX-20211108-00015041,,轻微,4,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{12716.png}““ alt=““““ />
 
[结果]


[期望]

",已关闭,0000-00-00,1,是,,付想成,2021/11/8,主干,Closed,2021/11/12,姚锐东（金蝶）,已解决,主干,2021/11/10,付想成,2021/11/12,0,,,付想成,2021/11/12,
7660,公共-任务管理,/任务执行单,养殖项目2.0,,,任务执行信息查看报错，单据编号RWMX-20211108-00015041,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]
<img src=““{12712.png}““ alt=““““ />

[结果]


[期望]

",已关闭,0000-00-00,0,是,,付想成,2021/11/8,主干,Closed,2021/11/12,姚锐东（金蝶）,已解决,主干,2021/11/9,付想成,2021/11/12,0,,,付想成,2021/11/12,
7659,公共-附件管理,/公共附件配置,养殖项目2.0,,,附件配置页面，在列表中勾选数据后点击“启用”，同一个单据可以启用两个附件,,一般,3,,,,"<img src=““{12708.png}““ alt=““““ />

",已关闭,0000-00-00,1,是,,邹宇,2021/11/8,主干,Closed,2021/11/15,包权（金蝶）,已解决,主干,2021/11/12,邹宇,2021/11/15,0,,,邹宇,2021/11/15,
7657,繁殖-经产管理,/断奶记录,养殖项目2.0,,,断奶记录录入断奶窝重就报错,,致命,3,,,,"<img src=““{12709.png}““ alt=““““ />

",已关闭,0000-00-00,4,是,,余宾,2021/11/8,主干,Closed,2021/11/11,尹清渝（金蝶）,已解决,主干,2021/11/11,余宾,2021/11/11,0,,,余宾,2021/11/11,
7656,公共-免疫管理,/免疫程序,养殖项目2.0,,,生成的后备免疫计划没有带出日龄,,一般,3,,,,"

<img src=““{12706.png}““ alt=““““ />
<img src=““{12707.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,卢娇玲,2021/11/8,主干,Closed,2021/11/29,姚锐东（金蝶）,已解决,主干,2021/11/9,卢娇玲,2021/11/29,0,,,卢娇玲,2021/11/29,
7655,公共-任务管理,/任务档案,养殖项目2.0,,,【任务档案】禁用不了,,一般,3,,,,<img src=““{12704.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,魏倩,2021/11/8,主干,Closed,2021/11/9,尹清渝（金蝶）,非问题,主干,2021/11/9,魏倩,2021/11/9,0,,,魏倩,2021/11/9,
7654,公共-免疫管理,/免疫程序,养殖项目2.0,,,生成的后备免疫计划没有带出计划明细，有些又带出了,,一般,3,,,,"<img src=““{12703.png}““ alt=““““ />
<img src=““{12705.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,卢娇玲,2021/11/8,主干,Closed,2021/11/23,姚锐东（金蝶）,已解决,主干,2021/11/9,卢娇玲,2021/11/23,0,,,卢娇玲,2021/11/23,
7653,公共-保险管理,/,养殖项目2.0,,,【保险理赔单】输入重量后报错,,一般,3,页面表现与数据输入校验,,生产环境,"[步骤]
<img src=““{12700.png}““ alt=““““ /> 




[期望]

",已关闭,0000-00-00,0,是,,赖冈辉,2021/11/8,主干,Closed,2021/11/8,赖冈辉,非问题,,2021/11/8,赖冈辉,2021/11/8,0,,,赖冈辉,2021/11/8,
7646,繁殖-公猪管理,/公猪评级,养殖项目2.0,,,公猪调教反审核不成功，会提示：设置业务间隔时间错误,,一般,3,页面控件与业务功能实现,用例外,其他环境,"1、选择一个公猪耳牌号，做公猪调教记录
2、反审核公猪调教记录
<img src=““{12680.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/11/8,主干,Closed,2021/11/8,叶杨（金蝶）,已解决,主干,2021/11/8,余宾,2021/11/8,0,,,余宾,2021/11/8,
7645,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,采精检测记录反审核不成功，会提示：设置业务间隔时间错误,,一般,3,,,,"1、精液采购单，外购一个精液
2、做一个入场检测，并审核
3、入场检测反审核，就会报下方提示
<img src=““{12679.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/11/8,主干,Closed,2021/11/9,叶杨（金蝶）,已解决,主干,2021/11/8,谢金明(金蝶),2021/11/9,0,,,谢金明(金蝶),2021/11/9,
7643,公共-物资管理,/药品领用单,养殖项目2.0,,,药品领用单还未审核，上查对应的药品申请单中的已领数量已经反写,,一般,3,,,,"<img src=““{12675.png}““ alt=““““ />
<img src=““{12676.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,卢娇玲,2021/11/8,主干,Closed,2021/11/9,姚锐东（金蝶）,已解决,主干,2021/11/8,卢娇玲,2021/11/9,0,,,卢娇玲,2021/11/9,
7640,公共-猪只变动,/种猪盘点单,养殖项目2.0,,,【种猪盘点】单胎次不允许填0,,一般,3,,,,"【种猪盘点单】全盘后实际胎次填0时会自动清空，不允许提交
<img src=““{12666.png}““ alt=““““ />
实际胎次填0后自动清空。

",已关闭,0000-00-00,0,是,,郝阳,2021/11/7,主干,Closed,2021/11/9,姚锐东（金蝶）,已解决,主干,2021/11/8,余宾,2021/11/9,0,,,余宾,2021/11/9,
7639,公共-任务管理,/任务明细,养殖项目2.0,,,如图下图的方案，枫田猪场没有产生任务,,致命,3,,,,"<img src=““{12665.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/6,主干,Closed,2021/11/8,姚锐东（金蝶）,已解决,主干,2021/11/8,余宾,2021/11/8,0,,,余宾,2021/11/8,
7638,公共-任务管理,/任务方案,养殖项目2.0,,,如下图的任务档案，在任务方案中参照不到,,严重,3,,,,"<img src=““{12664.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/6,主干,Closed,2021/11/15,姚锐东（金蝶）,无法重现,主干,2021/11/8,余宾,2021/11/15,0,,,余宾,2021/11/15,
7637,育肥-养户管理,/,养殖项目2.0,,,221环境运费付款申请点击列表会报错,,一般,3,页面表现与数据输入校验,用例外,其他环境,"[<img src=““{12662.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/11/5,主干,Closed,2021/11/9,李军（金蝶）,外部原因,主干,2021/11/8,戴齐珍(金蝶),2021/11/9,0,,,戴齐珍(金蝶),2021/11/9,
7636,育肥-结算管理,/,养殖项目2.0,,,运费结算单下推生成的养户费用代付，养户名称字段没有锁定，建议锁定,,一般,3,需求变更,用例外,,"[<img src=““{12661.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/11/5,主干,Closed,2021/11/12,戴齐珍(金蝶),不予解决,主干,2021/11/12,戴齐珍(金蝶),2021/11/12,0,,,戴齐珍(金蝶),2021/11/12,
7635,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,上次检测日期：刚外购一个精液耳牌，上次检测日期都有，这个有问题，这个精液耳牌第一次录入，上次检测日期为空，除非耳牌是相同的,,严重,3,,,,"<img src=““{12658.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/8,余宾,已解决,主干,2021/11/8,余宾,2021/11/8,0,,,谢金明(金蝶),2021/11/8,
7634,繁殖-经产管理,/配种记录,养殖项目2.0,,,配种记录反审核，公猪的最新业务时间、业务间隔天数、最新业务没有,,严重,3,,,,"<img src=““{12657.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/11,毛家伟（金蝶）,已解决,主干,2021/11/11,余宾,2021/11/11,0,,,余宾,2021/11/11,
7633,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,稀释检测没有按照需求来，只能是本分场和在场的，看下 需求,,致命,3,,,,"<img src=““{12650.png}““ alt=““““ />
<img src=““{12656.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/8,叶杨（金蝶）,已解决,主干,2021/11/8,余宾,2021/11/8,0,,,余宾,2021/11/8,
7632,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,采精记录不选分场，录入耳牌报错,,致命,3,,,,"<img src=““{12649.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/8,叶杨（金蝶）,已解决,主干,2021/11/5,余宾,2021/11/8,0,,,余宾,2021/11/8,
7631,公共-任务管理,/任务明细,养殖项目2.0,,,下面的截图耳牌做了精液系数检测，但是没有采精任务,,严重,3,,,,"<img src=““{12645.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/8,姚锐东（金蝶）,非问题,主干,2021/11/8,余宾,2021/11/8,0,,,余宾,2021/11/8,
7630,公共-任务管理,/任务明细,养殖项目2.0,,,采精任务是根据猪来的，一个猪只有一个采精任务，但是采精任务的意义是根据单据来的，一个猪今天做了检测，跑一个任务，过几天有采精了，它就要继续有任务,,严重,3,页面表现与数据输入校验,用例内,,"<img src=““{12644.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/30,姚锐东（金蝶）,已解决,主干,2021/11/13,余宾,2021/11/30,0,,,余宾,2021/11/30,
7629,公共-任务管理,/任务明细,养殖项目2.0,,,任务明细列表字段新增一个猪只耳牌的字段便于查询耳牌的任务,,严重,3,,,,"<img src=““{12637.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,余宾,2021/11/5,主干,Closed,2021/11/8,姚锐东（金蝶）,已解决,主干,2021/11/8,余宾,2021/11/8,0,,,余宾,2021/11/8,
7628,销售-客户管理,/月度购销协议,养殖项目2.0,,,【月度购销协议】不通过合同变更，直接点击新增，或复制新增，相同客户在所选的年月和业务单元下的合同，系统虽然有提示，但是版本没有在原版本+1,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12632.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,1,是,,杨承樑,2021/11/5,主干,Closed,2021/11/10,聂志朋,已解决,主干,2021/11/10,杨承樑,2021/11/10,0,,,杨承樑,2021/11/10,
7627,公共-猪只变动,/猪只调出单,养殖项目2.0,,,【猪只调出单】调出单审核后（生产母猪类型，怀孕状态），发现母猪的对应配置批次未记录调出数,,一般,3,逻辑关系与数据处理,用例外,其他环境,"[步骤]
调出单审核
<img src=““{12626.png}““ alt=““““ />
查看母猪配种批次
存栏变动记录，有调出单的变动记录
<img src=““{12627.png}““ alt=““““ />
母猪也转出
<img src=““{12628.png}““ alt=““““ />
但配种批次-基本信息，调出单没有统计
<img src=““{12629.png}““ alt=““““ />
[期望]

",已关闭,0000-00-00,0,是,谢金明(金蝶),谢金明(金蝶),2021/11/5,主干,Closed,2021/11/17,毛家伟（金蝶）,已解决,主干,2021/11/13,谢金明(金蝶),2021/11/17,0,,,谢金明(金蝶),2021/11/17,
7626,销售-客户管理,/月度购销协议,养殖项目2.0,,,【月度购销协议】1，已审核或已作废的单据，不应该有 增行删行，上移下移操作；如图； 2， 已作废的单据，附件也不应该可以操作,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12625.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/5,主干,Closed,2021/11/10,聂志朋,已解决,主干,2021/11/8,杨承樑,2021/11/10,0,,,杨承樑,2021/11/10,
7625,育肥-养户管理,/养户档案,养殖项目2.0,,,【养户档案】猪舍信息分录，下图2个字段，要求可以填写0；目前为0无法提交,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{12614.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/11/5,主干,Closed,2021/11/9,卢长伟(金蝶),已解决,主干,2021/11/8,杨承樑,2021/11/9,0,,,杨承樑,2021/11/9,
7624,公共-猪只变动,/猪只调入单,养殖项目2.0,,,【猪只调出单】调拨类型为后备公或后备母的调入单审核后，发现调出批次号的存栏数都会加回去,,一般,3,逻辑关系与数据处理,用例外,其他环境,"[步骤]
调入单，调出种猪，一个接收一个拒收，然后调入单审核
<img src=““{12608.png}““ alt=““““ />


审核成功后，调入批次号是正确的，只插入了一条接收的种猪，存栏数也只加了1
<img src=““{12609.png}““ alt=““““ />
但调出批次号，存栏数又加回去了2
<img src=““{12610.png}““ alt=““““ />
调出批次号存栏变动记录，就算加回去，也应该只加1
<img src=““{12611.png}““ alt=““““ />
[期望]

",已关闭,0000-00-00,1,是,,谢金明(金蝶),2021/11/5,主干,Closed,2021/11/11,姚锐东（金蝶）,已解决,主干,2021/11/9,谢金明(金蝶),2021/11/11,0,,,谢金明(金蝶),2021/11/11,
7623,公共-猪只变动,/猪只调入单,养殖项目2.0,,,【猪只调出单】调入单审核后，接收的种猪，需要拼接调入分场，调入栋舍，调入栏位号到种猪档案的存栏位置,,一般,3,逻辑关系与数据处理,用例外,其他环境,"[步骤]
调入单审核
<img src=““{12600.png}““ alt=““““ />
查看种猪档案，接收的猪，种猪档案，栋舍和栏位号，已更改，但存栏位置没有变更
<img src=““{12605.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/11/5,主干,Closed,2021/11/9,姚锐东（金蝶）,已解决,主干,2021/11/8,谢金明(金蝶),2021/11/9,0,,,谢金明(金蝶),2021/11/9,
7622,育肥-养户管理,/,养殖项目2.0,,,意向养户、养户开户、合同签订反审核之后，重新提交不允许签订合同，预期改为可以签订合同,,一般,3,需求变更,用例外,其他环境,"[步骤]


[结果]


[期望]

",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/11/5,主干,Closed,2021/11/17,卢长伟(金蝶),已解决,主干,2021/11/13,曾能,2021/11/17,0,,,曾能,2021/11/17,
7621,公共-检测管理,/采样送检标准,养殖项目2.0,,,采样送检标准-新增页面，选择“使用生产类型”字段后页面出现报错,,一般,3,,,,"<img src=““{12592.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/11/5,主干,Closed,2021/11/9,王厚乾（金蝶）,已解决,主干,2021/11/5,邹宇,2021/11/9,0,,,邹宇,2021/11/9,
7618,育肥-养户管理,/,养殖项目2.0,,,如图新开养户准入评分箭头处没有统一加上指示符号，预期需加上指示符号,,一般,3,需求变更,用例内,其他环境,"[<img src=““{12581.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,戴齐珍(金蝶),戴齐珍(金蝶),2021/11/5,主干,Closed,2021/11/9,包权（金蝶）,已解决,主干,2021/11/5,戴齐珍(金蝶),2021/11/9,0,,,戴齐珍(金蝶),2021/11/9,
7616,公共-检测管理,/采样送检标准,养殖项目2.0,,,采样送检标准-新增页面，检测项目分录中当检测项目类别为“选检”时，检测项目名称也可以选择必检已选择的项目,,一般,3,,,,<img src=““{12575.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,邹宇,2021/11/5,主干,Closed,2021/11/12,王厚乾（金蝶）,已解决,主干,2021/11/5,邹宇,2021/11/12,0,,,邹宇,2021/11/12,
7615,公共-保险管理,/,养殖项目2.0,,,【投保详单】投保期限加个单位“月”,,轻微,3,页面表现与数据输入校验,用例内,其他环境,"[步骤]


[结果]
<img src=““{12574.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,林加嘉,2021/11/5,主干,Closed,2021/11/9,许涛泳（金蝶）,已解决,主干,2021/11/8,林加嘉,2021/11/9,0,,,林加嘉,2021/11/9,
7614,繁殖-经产管理,/分娩记录,养殖项目2.0,,,分娩记录 仔猪个体的仔猪国标码不按需规开发。窝号应控制为4位，年号又没有,,一般,3,,,,"[步骤]
<img src=““{12572.png}““ alt=““““ />
 
[结果]


[期望]
<img src=““{12573.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,"林海结（金蝶）,毛家伟（金蝶）,尹清渝（金蝶）",尹清渝（金蝶）,2021/11/5,主干,Closed,2021/11/10,章征明(外包),已解决,主干,2021/11/8,尹清渝（金蝶）,2021/11/10,0,,,尹清渝（金蝶）,2021/11/10,
7613,公共-保险管理,/,养殖项目2.0,,,【投保详单】切换放养服务部组织没有隐藏“猪场”，也没有默认当前组织,,一般,3,页面表现与数据输入校验,用例内,其他环境,"[步骤]


[结果]
<img src=““{12570.png}““ alt=““““ />
 
[期望]

",已关闭,0000-00-00,0,是,,林加嘉,2021/11/5,主干,Closed,2021/11/9,许涛泳（金蝶）,已解决,主干,2021/11/8,林加嘉,2021/11/9,0,,,林加嘉,2021/11/9,
7611,公共-任务管理,/任务档案,养殖项目2.0,,,任务档案当没有进行岗位配置时控制为不能保存,,一般,3,,,其他环境,"[步骤]<img src=““{12568.png}““ alt=““““ />


[结果]


[期望]

",已关闭,0000-00-00,0,是,,尹清渝（金蝶）,2021/11/5,主干,Closed,2021/11/9,姚锐东（金蝶）,已解决,主干,2021/11/5,尹清渝（金蝶）,2021/11/9,0,,,尹清渝（金蝶）,2021/11/9,
